,Topic,Count,Name,Representation,Representative_Docs
194,193,15,193_strictantion_bot_ofantisymmetrization_seteqon,"['strictantion', 'bot', 'ofantisymmetrization', 'seteqon', 'listoffn', 'relembeddingorderembeddingofltembedding', 'ofantisymmetrizationltofantisymmetrizationiff', 'offnrec', 'offnrecoffn', 'accinductionbot']","[""lemma refl_trans_gen_of_transitive_reflexive {r' : α → α → Prop} (hr : reflexive r)\n  (ht : transitive r) (h : ∀ a b, r' a b → r a b) (h' : refl_trans_gen r' a b) :\n  r a b"", 'lemma of_antisymmetrization_lt_of_antisymmetrization_iff {a b : antisymmetrization α (≤)} :\n  of_antisymmetrization (≤) a < of_antisymmetrization (≤) b ↔ a < b', 'lemma acc.induction_bot {α} {r : α → α → Prop} {a bot : α} (ha : acc r a)\n  {C : α → Prop} (ih : ∀ b, b ≠ bot → C b → ∃ c, r c b ∧ C c) : C a → C bot']"
195,194,15,194_fract_fractfract_flooraddfract_fractsubself,"['fract', 'fractfract', 'flooraddfract', 'fractsubself', 'fractnegeqzero', 'fractmulnat', 'fractintcast', 'fracteqfract', 'fractadd', 'imagefract']","['lemma fract_mul_nat (a : α) (b : ℕ) : ∃ z : ℤ, fract a * b - fract (a * b) = z', 'lemma fract_neg_eq_zero {x : α} : fract (-x) = 0 ↔ fract x = 0', 'lemma abs_one_sub_fract : |1 - fract a| = 1 - fract a']"
196,195,15,195_subtype_fsubtypeperm_perm_coesubtype,"['subtype', 'fsubtypeperm', 'perm', 'coesubtype', 'tosubtype', 'en', 'ofsubtype', 'repeat', 'tosubtypeofsubtypeassoc', 'embeddingsubtype']","[""theorem coe_subtype : (submonoid_class.subtype S' : S' → M) = coe"", 'lemma coe_subtype {α} (p : α → Prop) : ⇑(subtype p) = coe', ""lemma coe_image {p : α → Prop} {s : set (subtype p)} :\n  coe '' s = {x | ∃h : p x, (⟨x, h⟩ : subtype p) ∈ s}""]"
197,196,15,196_floorlenegoneiff_floorpos_floornonneg_ltsuccfloor,"['floorlenegoneiff', 'floorpos', 'floornonneg', 'ltsuccfloor', 'ltceil', 'ltaddoneiff', 'linearorderedcommring', 'abssubltoneofflooreqfloor', 'floorneg', 'leceil']","['lemma ceil_congr (h : ∀ n : ℤ, a ≤ n ↔ b ≤ n) : ⌈a⌉ = ⌈b⌉', 'lemma ceil_sub_int (a : α) (z : ℤ) : ⌈a - z⌉ = ⌈a⌉ - z', 'lemma abs_sub_lt_one_of_floor_eq_floor {α : Type*} [linear_ordered_comm_ring α] [floor_ring α]\n  {a b : α} (h : ⌊a⌋ = ⌊b⌋) : |a - b| < 1']"
198,197,15,197_sfilter_filter_decidablepred_acard,"['sfilter', 'filter', 'decidablepred', 'acard', 'finset', 'exact', 's1filter', 'filterconsofpos', 'filtercardeq', 'disjointemptyleft']","['lemma monotone_filter_right (s : finset α) ⦃p q : α → Prop⦄\n  [decidable_pred p] [decidable_pred q] (h : p ≤ q) :\n  s.filter p ≤ s.filter q', 'theorem filter_subset (s : finset α) : s.filter p ⊆ s', 'lemma filter_true_of_mem {s : finset α} (h : ∀ x ∈ s, p x) : s.filter p = s']"
199,198,14,198_codisjoint_tcompl_coeinf_upperset,"['codisjoint', 'tcompl', 'coeinf', 'upperset', 'complinfself', 'infinfinatsucc', 'hnoteqcompl', 'codisjointhimpselfleft', 'codisjointhimpinfcancelright', 'ofcauchyinf']","['lemma codisjoint_inf_right : codisjoint a (b ⊓ c) ↔ codisjoint a b ∧ codisjoint a c', 'lemma codisjoint.himp_inf_cancel_right (h : codisjoint a b) : a ⇨ (a ⊓ b) = b', 'lemma codisjoint_himp_self_left : codisjoint (x ⇨ y) x']"
200,199,14,199_strictmono_strongmono_powstrictmonoright_arrowmk,"['strictmono', 'strongmono', 'powstrictmonoright', 'arrowmk', 'rootstrictmonoonstrictmono', 'oddstrictmonopow', 'succpnatstrictmono', 'mapstrictmono', 'nthlestrictmono', 'powrightstrictmono']","[""lemma pow_strict_mono_right' {n : ℕ} (hn : n ≠ 0) : strict_mono (λ a : M, a ^ n)"", 'lemma zpow_strict_mono_left (hn : 0 < n) : strict_mono ((^ n) : α → α)', ""lemma strong_mono.mk' {f : P ⟶ Q} [mono f]\n  (hf : ∀ (X Y : C) (z : X ⟶ Y) (hz : epi z) (u : X ⟶ P) (v : Y ⟶ Q)\n    (sq : comm_sq u z f v), sq.has_lift) : strong_mono f""]"
201,200,14,200_iscoprime_coprime_bfactors_natcoprime,"['iscoprime', 'coprime', 'bfactors', 'natcoprime', 'coprimeofmulmodeqone', 'iscoprimeofmuladdrightright', 'iscoprimemulunitrightright', 'iscoprimemulunitright', 'iscoprimemulunitleftright', 'iscoprimemulunitleftleft']","['theorem coprime.coprime_mul_right_right {k m n : ℕ} (H : coprime m (n * k)) : coprime m n', 'lemma coprime_add_mul_left_right (m n k : ℕ) : coprime m (n + m * k) ↔ coprime m n', 'lemma coprime_add_mul_right_left (m n k : ℕ) : coprime (m + k * n) n ↔ coprime m n']"
202,201,14,201_functionsurjective_surjective_hasrightinverse_mulleftsurjective,"['functionsurjective', 'surjective', 'hasrightinverse', 'mulleftsurjective', 'mapsurjective', 'leftinversesurjective', 'invsurjective', 'imageunivofsurjective', 'surjectivesummap', 'surjectiveiffhasrightinverse']","['lemma surjective_iff_has_right_inverse : surjective f ↔ has_right_inverse f', 'lemma bihimp_right_surjective (a : α) : surjective ((⇔) a)', 'theorem left_inverse.surjective {f : α → β} {g : β → α} (h : left_inverse f g) :\n  surjective f']"
203,202,14,202_ca_liftrel_cb_bs,"['ca', 'liftrel', 'cb', 'bs', 'as', 'rel', 's2', 'f1', 'f2', 's1']","['theorem lift_rel_of_mem {R : α → β → Prop} {a b ca cb}\n  (ma : a ∈ ca) (mb : b ∈ cb) (ab : R a b) : lift_rel R ca cb', 'theorem rel_of_lift_rel {R : α → β → Prop} {ca cb} :\n lift_rel R ca cb → ∀ {a b}, a ∈ ca → b ∈ cb → R a b', 'theorem lift_rel_def {R : α → β → Prop} {ca cb} : lift_rel R ca cb ↔\n  (terminates ca ↔ terminates cb) ∧ ∀ {a b}, a ∈ ca → b ∈ cb → R a b']"
204,203,14,203_decode_gconvergents_gp_gcontinuants,"['decode', 'gconvergents', 'gp', 'gcontinuants', 'ppreda', 'predb', 'preda', 'ppredb', 'gpa', 'gpb']","[""theorem mem_decode₂' [encodable α] {n : ℕ} {a : α} :\n  a ∈ decode₂ α n ↔ a ∈ decode α n ∧ encode a = n"", 'lemma numerators_recurrence {gp : pair K} {ppredA predA : K}\n  (succ_nth_s_eq : g.s.nth (n + 1) = some gp)\n  (nth_num_eq : g.numerators n = ppredA)\n  (succ_nth_num_eq : g.numerators (n + 1) = predA) :\n  g.numerators (n + 2) = gp.b * predA + gp.a * ppredA', 'lemma denominators_recurrence {gp : pair K} {ppredB predB : K}\n  (succ_nth_s_eq : g.s.nth (n + 1) = some gp)\n  (nth_denom_eq : g.denominators n = ppredB)\n  (succ_nth_denom_eq : g.denominators (n + 1) = predB) :\n  g.denominators (n + 2) = gp.b * predB + gp.a * ppredB']"
205,204,14,204_p2_p1_p3_g1,"['p2', 'p1', 'p3', 'g1', 'g2', 'vsubeqzeroiffeq', 'vsubeqsub', 'vaddvsubvaddcancelleft', 'vaddvsub', 'vaddrightinjective']","['lemma vadd_vsub_vadd_cancel_left (v : G) (p1 p2 : P) :\n  (v +ᵥ p1) -ᵥ (v +ᵥ p2) = p1 -ᵥ p2', 'lemma eq_vadd_iff_vsub_eq (p1 : P) (g : G) (p2 : P) : p1 = g +ᵥ p2 ↔ p1 -ᵥ p2 = g', 'lemma vsub_eq_zero_iff_eq {p1 p2 : P} : p1 -ᵥ p2 = (0 : G) ↔ p1 = p2']"
206,205,14,205_ismodularlatticeinfsupinfassoc_sdiffunique_lesupinf_ismodularlatticesupinfsupassoc,"['ismodularlatticeinfsupinfassoc', 'sdiffunique', 'lesupinf', 'ismodularlatticesupinfsupassoc', 'sdiffsymmdiff', 'infsupright', 'sdiffsdiffright', 'covbysupofinfcovbyleft', 'supinfassocofle', 'supinfinfcompl']","['theorem is_modular_lattice.inf_sup_inf_assoc {x y z : α} :\n  (x ⊓ z) ⊔ (y ⊓ z) = ((x ⊓ z) ⊔ y) ⊓ z', 'theorem sup_inf_assoc_of_le {x : α} (y : α) {z : α} (h : x ≤ z) :\n  (x ⊔ y) ⊓ z = x ⊔ (y ⊓ z)', 'lemma map_inf [semilattice_sup β] (hf : antitone_on f s) (hx : x ∈ s) (hy : y ∈ s) :\n  f (x ⊓ y) = f x ⊔ f y']"
207,206,14,206_psqs_addgroup_qs_mapsubswap,"['psqs', 'addgroup', 'qs', 'mapsubswap', 'subpos', 'subneg', 'subapply', 'multsub', 'vietaformulaquadratic', 'mapsub']","['lemma coe_sub (f g : cau_seq β abv) : ⇑(f - g) = f - g', 'theorem sub_apply (f g : cau_seq β abv) (i : ℕ) : (f - g) i = f i - g i', 'lemma sub_pf {α} [ring α] {ps qs psqs : α} (h : ps + -qs = psqs) : ps - qs = psqs']"
208,207,14,207_succ_succleiff_leofsucclesucc_leofltsucc,"['succ', 'succleiff', 'leofsucclesucc', 'leofltsucc', 'ltsuccoflt', 'ltsuccofle', 'ltsucciffltoreq', 'ltsucciff', 'ltofsucclt', 'leofsuccle']","['lemma le_of_lt_succ {a b : α} : a < succ b → a ≤ b', 'lemma lt_succ_iff : a < succ b ↔ a ≤ b', 'lemma lt_of_succ_lt {a b : ℕ} : succ a < b → a < b']"
209,208,14,208_countp_countpfilter_scountp_decidablepred,"['countp', 'countpfilter', 'scountp', 'decidablepred', 'countppos', 'countpof', 'lcountp', 'relcountpeq', 'coecountp', 'listcountp']","['lemma countp_append (l₁ l₂) : countp p (l₁ ++ l₂) = countp p l₁ + countp p l₂', 'theorem countp_le_of_le {s t} (h : s ≤ t) : countp p s ≤ countp p t', 'theorem countp_nsmul (s) (n : ℕ) : countp p (n • s) = n * countp p s']"
210,209,13,209_islub_islowerset_islubimage_islubpreimage,"['islub', 'islowerset', 'islubimage', 'islubpreimage', 'notissucclimit', 'lookupalleqlookup', 'toptolowerset', 'islowersetsunion', 'islowersetuniv', 'ptolowerset']","['lemma is_lower_set_sUnion {S : set (set α)} (hf : ∀ s ∈ S, is_lower_set s) : is_lower_set (⋃₀ S)', 'theorem lookup_all_eq_lookup (a : α) {l : list (sigma β)} (h : l.nodupkeys) :\n  lookup_all a l = (lookup a l).to_list', 'lemma top_to_lower_set : (⊤ : ideal P).to_lower_set = ⊤']"
211,210,13,210_refltransgen_transgen_hbc_ih,"['refltransgen', 'transgen', 'hbc', 'ih', 'refltransgeniffeq', 'transgenidem', 'torefltransgen', 'transright', 'reteqsome', 'casestail']","['lemma trans_left (hab : trans_gen r a b) (hbc : refl_trans_gen r b c) : trans_gen r a c', 'lemma head (hab : r a b) (hbc : refl_trans_gen r b c) : refl_trans_gen r a c', 'lemma head (hab : r a b) (hbc : trans_gen r b c) : trans_gen r a c']"
212,211,13,211_powersetlen_sublistslen_spowersetlen_scard,"['powersetlen', 'sublistslen', 'spowersetlen', 'scard', 'powersetlenaux', 'natchoose', 'powersetlencons', 'powersetlencoe', 'powersetlencardadd', 'powersetlenempty']","['lemma sublists_len_zero {α : Type*} (l : list α) :\n  sublists_len 0 l = [[]]', 'lemma sublists_len_sublist_of_sublist\n  {α : Type*} (n) {l₁ l₂ : list α} (h : l₁ <+ l₂) : sublists_len n l₁ <+ sublists_len n l₂', 'lemma bind_powerset_len {α : Type*} (S : multiset α) :\n  bind (multiset.range (S.card + 1)) (λ k, S.powerset_len k) = S.powerset']"
213,212,13,212_flip_covariant_contravariant_uisspecial,"['flip', 'covariant', 'contravariant', 'uisspecial', 'vectorallp', 'commsemigroup', 'vectorallpcons', 'finaddflip', 'finaddflipapplycastadd', 'flipcomp']","['theorem flip_w : (flip u).w = u.z', 'theorem flip_y : (flip u).y = u.x', 'lemma flip_comp : flip (r ∘r p) = (flip p) ∘r (flip r)']"
214,213,13,213_rel_multiset_tmap_smap,"['rel', 'multiset', 'tmap', 'smap', 'spowersetmap', 'existsmemofrelofmem', 'antidiagonalmapfst', 'santidiagonal', 'relzeroright', 'relmapright']","['lemma rel_zero_right {a : multiset α} : rel r a 0 ↔ a = 0', 'lemma rel_map_right {s : multiset α} {t : multiset γ} {f : γ → β} :\n  rel r s (t.map f) ↔ rel (λa b, r a (f b)) s t', 'lemma exists_mem_of_rel_of_mem {r : α → β → Prop} {s : multiset α} {t : multiset β}\n  (h : rel r s t) :\n  ∀ {a : α} (ha : a ∈ s), ∃ b ∈ t, r a b']"
215,214,13,214_biheytinghom_gcomp_fcomp_hcomp,"['biheytinghom', 'gcomp', 'fcomp', 'hcomp', 'rightordcontinuous', 'cancelleft', 'coecomp', 'bothom', 'onehom', 'compsub']","['lemma comp (hg : right_ord_continuous g) (hf : right_ord_continuous f) :\n  right_ord_continuous (g ∘ f)', 'lemma cancel_left {g : bot_hom β γ} {f₁ f₂ : bot_hom α β} (hg : injective g) :\n  g.comp f₁ = g.comp f₂ ↔ f₁ = f₂', 'lemma cancel_left (hg : injective g) : g.comp f₁ = g.comp f₂ ↔ f₁ = f₂']"
216,215,13,215_isantichain_isatomic_snontrivial_isantisymm,"['isantichain', 'isatomic', 'snontrivial', 'isantisymm', 'gforget', 'gadj', 'adjunctionofleftadjoint', 'subsetaccumulate', 'imageisoiff', 'imagerelembedding']","[""lemma image (hs : is_antichain r s) (f : α → β) (h : ∀ ⦃a b⦄, r' (f a) (f b) → r a b) :\n  is_antichain r' (f '' s)"", 'lemma subset (hs : is_antichain r s) (h : t ⊆ s) : is_antichain r t', 'lemma subset_accumulate [preorder α] {x : α} : s x ⊆ accumulate s x']"
217,216,13,216_nontrivialoflt_neltofle_eqofgeofnotgt_existsltandltiffnotdvd,"['nontrivialoflt', 'neltofle', 'eqofgeofnotgt', 'existsltandltiffnotdvd', 'ltinf', 'lteqnotge', 'infltofrightlt', 'strictmonoonltifflt', 'ltoreqofle', 'ltofeqoflt']","['lemma lt_inf {a b c : cau_seq α abs} (hb : a < b) (hc : a < c) : a < b ⊓ c', 'lemma eq_of_ge_of_not_gt [partial_order α] {a b : α} (hab : a ≤ b) (hba : ¬ a < b) : b = a', 'theorem lt_of_eq_of_lt {f g h : cau_seq α abs}\n  (fg : f ≈ g) (gh : g < h) : f < h']"
218,217,13,217_negofnat_ofnat_ofint_succ,"['negofnat', 'ofnat', 'ofint', 'succ', 'mulnegsuccofnatnegsuccofnat', 'negsuccmulcoenat', 'negofnatofsucc', 'negofnatnezero', 'negofnateq', 'negsuccofnatdiv']","['lemma neg_neg_of_nat_succ (n : ℕ) : -(-[1+ n]) = of_nat (succ n)', 'theorem neg_succ_mul_coe_nat (m n : ℕ) : -[1+ m] * n = -(succ m * n)', 'lemma mul_neg_succ_of_nat_neg_succ_of_nat (m n : nat) :\n               -[1+ m] * -[1+ n] = of_nat (succ m * succ n)']"
219,218,12,218_invleone_oneleinvofleone_oneleinv_negleoneiff,"['invleone', 'oneleinvofleone', 'oneleinv', 'negleoneiff', 'negeqoneiff', 'posleoneiff', 'leinviffmulleoneright', 'leftselfleinv', 'leftinvleoneiff', 'invmulleoneiff']","['lemma inv_le_inv_of_neg (ha : a < 0) (hb : b < 0) : a⁻¹ ≤ b⁻¹ ↔ b ≤ a', 'lemma inv_le_one₀ (ha : a ≠ 0) : a⁻¹ ≤ 1 ↔ 1 ≤ a', 'lemma inv_le_one (ha : 1 ≤ a) : a⁻¹ ≤ 1']"
220,219,12,219_sqrt_sqrteq_sqrtmulsqrtltsucc_nn,"['sqrt', 'sqrteq', 'sqrtmulsqrtltsucc', 'nn', 'xy2', 'qq', 'ltsuccsqrt', 'sqrteqzero', 'sqaddsqmulsqaddsq', 'sqrtlt']","['theorem sqrt_eq (n : ℕ) : sqrt (n*n) = n', 'theorem sqrt_eq_zero {n : ℕ} : sqrt n = 0 ↔ n = 0', ""theorem le_sqrt' {m n : ℕ} : m ≤ sqrt n ↔ m ^ 2 ≤ n""]"
221,220,12,220_surjective_up_upsurjective_functionsurjective,"['surjective', 'up', 'upsurjective', 'functionsurjective', 'surjectivelift', 'mksurjective', 'surjectivehead', 'compsurjective', 'rangeiffsurjective', 'surjectiveofcomp']","['lemma surjective (e : R ≃+* S) : function.surjective e', 'theorem surjective (e : α ≃ β) : surjective e', 'lemma comp_surjective (f : α → β) (e : β ≃ γ) : surjective (e ∘ f) ↔ surjective f']"
222,221,12,221_modeqmodiffmodsubeqzero_ofnatmod_modtwoeqzeroorone_modtoint,"['modeqmodiffmodsubeqzero', 'ofnatmod', 'modtwoeqzeroorone', 'modtoint', 'modone', 'modneg', 'modmulleftmod', 'modmodofdvd', 'dvdiffmodeqzero', 'modmulrightmod']","['theorem mod_def (a b : ℤ) : a % b = a - b * (a / b)', 'theorem mod_to_int : ∀ n d, ((n % d : znum) : ℤ) = n % d', 'theorem of_nat_mod (m n : nat) : (m % n : ℤ) = of_nat (m % n)']"
223,222,12,222_conssubsetcons_vsubselfmono_notsubsetiffexistsmemnotmem_mulsubsetiffright,"['conssubsetcons', 'vsubselfmono', 'notsubsetiffexistsmemnotmem', 'mulsubsetiffright', 'mulsubsetiffleft', 'setsmulsubsetiff', 'infssubsetright', 'infssubsetleft', 'smulsubsetiff', 'subsetsunionofsubset']","['lemma mul_subset_iff_right : s * t ⊆ u ↔ ∀ b ∈ t, op b • s ⊆ u', 'lemma subset_sUnion_of_subset {s : set α} (t : set (set α)) (u : set α) (h₁ : s ⊆ u)\n  (h₂ : u ∈ t) : s ⊆ ⋃₀ t', 'lemma cons_subset_cons {hs ht} : s.cons a hs ⊆ t.cons a ht ↔ s ⊆ t']"
224,223,12,223_commute_invleftiff_powleft_negleftiff,"['commute', 'invleftiff', 'powleft', 'negleftiff', 'mulleft', 'invrightiff', 'invleft', 'invinv', 'addleft', 'distrib']","['theorem inv_left_iff₀ : commute a⁻¹ b ↔ commute a b', 'theorem pow_left (h : commute a b) (n : ℕ) : commute (a ^ n) b', 'theorem neg_left_iff : commute (-a) b ↔ commute a b']"
225,224,12,224_hasintcast_zpoweqzeroiff_eqoneofmuleqselfleft_ofcauchyintcast,"['hasintcast', 'zpoweqzeroiff', 'eqoneofmuleqselfleft', 'ofcauchyintcast', 'zpoweqpow', 'onedivzpow', 'evenissquarezpow', 'prodintmod', 'eqzerooreqzeroofmuleqzero', 'oflexintcast']","['lemma even.is_square_zpow [group α] {n : ℤ} : even n → ∀ a : α, is_square (a ^ n)', 'theorem eq_one_of_mul_eq_self_left {a b : ℤ} (Hpos : a ≠ 0) (H : b * a = a) : b = 1', 'lemma down_int_cast [has_int_cast α] (n : ℤ) : down (n : ulift α) = n']"
226,225,12,225_nthle_lnthle_xsnthle_hn,"['nthle', 'lnthle', 'xsnthle', 'hn', 'xslength', 'lengthpmap', 'hk', '1length', 'using', 'xnthle']","['lemma nth_le_to_list (b : buffer α) {i : ℕ} (h) :\n  b.to_list.nth_le i h = b.read ⟨i, by simpa using h⟩', 'lemma nth_le_eq_of_ne_imp_not_nodup (xs : list α) (n m : ℕ) (hn : n < xs.length)\n  (hm : m < xs.length) (h : xs.nth_le n hn = xs.nth_le m hm) (hne : n ≠ m) :\n  ¬ nodup xs', 'lemma nth_le_pmap {p : α → Prop} (f : Π a, p a → β) {l : list α} (h : ∀ a ∈ l, p a) {n : ℕ}\n  (hn : n < (pmap f l h).length) :\n  nth_le (pmap f l h) n hn = f (nth_le l n (@length_pmap _ _ p f l h ▸ hn))\n    (h _ (nth_le_mem l n (@length_pmap _ _ p f l h ▸ hn)))']"
227,226,12,226_epi_strongepi_algebraepiofepi_arrowmk,"['epi', 'strongepi', 'algebraepiofepi', 'arrowmk', 'isisoofepiofissplitmono', 'strongepiofarrowiso', 'splitepiepi', 'splitepi', 'se', 'epicomp']","['lemma epi_of_epi {X Y Z : C} (f : X ⟶ Y) (g : Y ⟶ Z) [epi (f ≫ g)] : epi g', 'lemma is_iso_of_epi_of_strong_mono (f : P ⟶ Q) [epi f] [strong_mono f] : is_iso f', 'lemma is_iso_of_epi_of_is_split_mono {X Y : C} (f : X ⟶ Y) [is_split_mono f] [epi f] : is_iso f']"
228,227,11,227_preservesmonomorphisms_ecounitapp_ecounitinvapp_mmul,"['preservesmonomorphisms', 'ecounitapp', 'ecounitinvapp', 'mmul', 'inclusion', 'restrictscalarsinj', 'powmonoidwithzerohomapply', 'powmonoidwithzerohom', 'mulsingleinj', 'leftcancelmonoidext']","['lemma eq_mk_iff_coe_eq {k : ℕ} {hk : k < n} : a = ⟨k, hk⟩ ↔ (a : ℕ) = k', 'lemma inclusion_mk {h : s ⊆ t} (a : α) (ha : a ∈ s) : inclusion h ⟨a, ha⟩ = ⟨a, h ha⟩', 'lemma inclusion_right (h : s ⊆ t) (x : t) (m : (x : α) ∈ s) : inclusion h ⟨x, m⟩ = x']"
229,228,11,228_divltiffofneg_divltoneiff_mulinvltoneiff_ltdiviffofneg,"['divltiffofneg', 'divltoneiff', 'mulinvltoneiff', 'ltdiviffofneg', 'mulposiff', 'leftselfltinv', 'invltinv', 'invlt', 'existsposltmul', 'divnegofnegofpos']","['lemma div_neg_of_neg_of_pos (ha : a < 0) (hb : 0 < b) : a / b < 0', ""lemma div_lt_iff_of_neg' (hc : c < 0) : b / c < a ↔ c * a < b"", 'lemma lt_div_iff_of_neg (hc : c < 0) : a < b / c ↔ b < a * c']"
230,229,11,229_tofuneqcoe_ftofun_tofunascoe_tofun,"['tofuneqcoe', 'ftofun', 'tofunascoe', 'tofun', 'etofun', 'coefntofun', 'ringinvo', 'coheytinghom', 'completelatticehom', 'centroidhom']","['lemma to_fun_as_coe (e : α ≃ β) : e.to_fun = e', 'lemma to_fun_eq_coe {f : α →o β} : f.to_fun = f', 'lemma to_fun_eq_coe {f : centroid_hom α} : f.to_fun = (f : α → α)']"
231,230,11,230_divinvmonoid_am_zpowstrictanti_zpowsubone,"['divinvmonoid', 'am', 'zpowstrictanti', 'zpowsubone', 'zpowtwoposofnezero', 'zerozpoweq', 'zpowzeropos', 'natzpownezeroofpos', 'monoidhommapzpow', 'logzpow']","['lemma zpow_strict_mono (hx : 1 < a) : strict_mono ((^) a : ℤ → α)', 'lemma zero_zpow_eq (n : ℤ) : (0 : G₀) ^ n = if n = 0 then 1 else 0', 'lemma log_zpow {b : ℕ} (hb : 1 < b) (z : ℤ) : log b (b ^ z : R) = z']"
232,231,11,231_llookmap_lookup_permlookup_slookup,"['llookmap', 'lookup', 'permlookup', 'slookup', 'sigma', 'lnodupkeys', 'sentries', 'lkeys', 'nd', 'lookmapsome']","['theorem perm_lookup (a : α) {l₁ l₂ : list (sigma β)}\n  (nd₁ : l₁.nodupkeys) (nd₂ : l₂.nodupkeys) (p : l₁ ~ l₂) : lookup a l₁ = lookup a l₂', 'theorem lookup_kinsert {a} {b : β a} (l : list (sigma β)) :\n  lookup a (kinsert a b l) = some b', 'theorem of_mem_lookup\n  {a : α} {b : β a} : ∀ {l : list (sigma β)}, b ∈ lookup a l → sigma.mk a b ∈ l']"
233,232,11,232_abv_leofeqofle_mulequivzero_subabvleabvsub,"['abv', 'leofeqofle', 'mulequivzero', 'subabvleabvsub', 'strictmonoonmulself', 'memuiccofge', 'abvone', 'abvsuble', 'eqofabssubnonpos', 'wcovbygeofgt']","['lemma abv_sub_le (a b c : R) : abv (a - c) ≤ abv (a - b) + abv (b - c)', ""lemma abv_one' : abv 1 = 1"", 'lemma sub_abv_le_abv_sub (a b : R) : abv a - abv b ≤ abv (a - b)']"
234,233,11,233_sattachfin_finrotate_hy_fin,"['sattachfin', 'finrotate', 'hy', 'fin', 'cardattachfin', 'natlesucc', 'memfin', 'memattachfin', 'sfin', 'castsuccltiffsuccle']","['lemma mem_fin {n} {s : finset ℕ} :\n  ∀ a : fin n, a ∈ s.fin n ↔ (a : ℕ) ∈ s', 'lemma mk_lt_mk {x y : nat} {hx} {hy} : (⟨x, hx⟩ : fin n) < ⟨y, hy⟩ ↔ x < y', 'lemma mk_le_mk {x y : nat} {hx} {hy} : (⟨x, hx⟩ : fin n) ≤ ⟨y, hy⟩ ↔ x ≤ y']"
235,234,11,234_max_maxeqtop_maxltmaxleftiff_argmaxeqnone,"['max', 'maxeqtop', 'maxltmaxleftiff', 'argmaxeqnone', 'lfold', 'leofmaxleright', 'maxlemulofonele', 'largmax', 'maxltmaxrightiff', 'maxnatleofforallle']","['lemma max_lt_max_right_iff : max a b < max a c ↔ b < c ∧ a < c', 'lemma max_eq_top [order_top α] {a b : α} : max a b = ⊤ ↔ a = ⊤ ∨ b = ⊤', 'lemma le_of_max_le_right {a b c : α} (h : max a b ≤ c) : b ≤ c']"
236,235,11,235_denomdiveqofcoprime_eqzeroofdiveqzero_intdivnonnegofposofnonneg_diveqzerooflt,"['denomdiveqofcoprime', 'eqzeroofdiveqzero', 'intdivnonnegofposofnonneg', 'diveqzerooflt', 'coeintdivself', 'denom', 'hb0', 'dvddivofmuldvd', 'mknezero', 'divleoflemul']","['lemma «forall» {p : ℚ → Prop} : (∀ r, p r) ↔ ∀ a b : ℤ, p (a / b)', 'lemma denom_div_eq_of_coprime {a b : ℤ} (hb0 : 0 < b) (h : nat.coprime a.nat_abs b.nat_abs) :\n  ((a / b : ℚ).denom : ℤ) = b', 'theorem mk_ne_zero {a b : ℤ} (b0 : b ≠ 0) : a /. b ≠ 0 ↔ a ≠ 0']"
237,236,11,236_dist_distzeroleft_disttriright_disttrileft,"['dist', 'distzeroleft', 'disttriright', 'disttrileft', 'distposofne', 'distmulright', 'distmulleft', 'disteqsubofle', 'disteqintro', 'distcomm']","['theorem dist_mul_left (k n m : ℕ) : dist (k * n) (k * m) = k * dist n m', 'theorem dist_eq_intro {n m k l : ℕ} (h : n + m = k + l) : dist n k = dist l m', 'theorem dist_comm (n m : ℕ) : dist n m = dist m n']"
238,237,10,237_isrightregular_isleftregular_issmulregular_isregular,"['isrightregular', 'isleftregular', 'issmulregular', 'isregular', 'isrightregularnezero', 'isregularofcancelmonoid', 'mulisrightregulariff', 'lrb', 'lra', 'isrightregularofnonzerodivisor']","['lemma is_right_regular.ne_zero [nontrivial R] (ra : is_right_regular a) : a ≠ 0', 'lemma is_regular.ne_zero [nontrivial R] (la : is_regular a) : a ≠ 0', 'lemma is_left_regular.mul (lra : is_left_regular a) (lrb : is_left_regular b) :\n  is_left_regular (a * b)']"
239,238,10,238_surjon_bijon_invon_surjoncompright,"['surjon', 'bijon', 'invon', 'surjoncompright', 'surjoncompleft', 'invonsingleton', 'bijoninjon', 'bijonsingleton', 'bijonsurjon', 'monovaryonself']","['lemma monovary_on_self (f : ι → α) (s : set ι) : monovary_on f f s', ""lemma surj_on.comp_right {s : set β} {t : set γ} (hf : surjective f) (hg : surj_on g s t) :\n  surj_on (g ∘ f) (f ⁻¹' s) t"", ""lemma surj_on.comp_left (hf : surj_on f s t) (g : β → γ) : surj_on (g ∘ f) s (g '' t)""]"
240,239,10,239_zpoweqzpowiff_powdvdpowiffleright_rightonelepowofle_invpowleinvpowofle,"['zpoweqzpowiff', 'powdvdpowiffleright', 'rightonelepowofle', 'invpowleinvpowofle', 'evenpownonneg', 'powcardleprod', 'notprimeofintmul', 'pownotprime', 'b2l', 'b2k']","['lemma inv_pow_le_inv_pow_of_le (a1 : 1 ≤ a) {m n : ℕ} (mn : m ≤ n) :\n  (a ^ n)⁻¹ ≤ (a ^ m)⁻¹', 'lemma pow_not_prime {n : ℕ} (hn : n ≠ 1) : ¬ prime (a ^ n)', ""lemma zpow_eq_zpow_iff' (hn : n ≠ 0) : a ^ n = b ^ n ↔ a = b""]"
